pid,block,trial_no,name,gender,top_bottom,no_within_gender,back_next,img,img_id,img_path
119,1,1,susette,F,bottom,924,back,098still2.jpg,098,encoding_images/female_familiarization/098still2.jpg
119,1,2,veronique,F,bottom,1428,back,253still5.jpg,253,encoding_images/female_familiarization/253still5.jpg
119,1,3,derek,M,top,231261,back,120still2.jpg,120,encoding_images/male_familiarization/120still2.jpg
119,1,4,jay,M,top,146228,back,170still7.jpg,170,encoding_images/male_familiarization/170still7.jpg
119,1,5,milos,M,bottom,337,next,080still5.jpg,080,encoding_images/male_familiarization/080still5.jpg
119,1,6,tamara,F,top,127915,next,071still4.jpg,071,encoding_images/female_familiarization/071still4.jpg
119,1,7,kathrin,F,bottom,1057,next,216still12.jpg,216,encoding_images/female_familiarization/216still12.jpg
119,1,8,larry,M,top,474102,next,252still5.jpg,252,encoding_images/male_familiarization/252still5.jpg
119,1,9,fae,F,bottom,549,next,033still3.jpg,033,encoding_images/female_familiarization/033still3.jpg
119,1,10,dieter,M,bottom,902,back,226still13.jpg,226,encoding_images/male_familiarization/226still13.jpg
119,1,11,siegfried,M,bottom,398,back,212still4.jpg,212,encoding_images/male_familiarization/212still4.jpg
119,1,12,marilyn,F,top,138165,next,008still13.jpg,008,encoding_images/female_familiarization/008still13.jpg
119,1,13,saverio,M,bottom,868,next,134still4.jpg,134,encoding_images/male_familiarization/134still4.jpg
119,1,14,philip,M,top,210599,next,230still18.jpg,230,encoding_images/male_familiarization/230still18.jpg
119,1,15,paula,F,top,222991,back,169still9.jpg,169,encoding_images/female_familiarization/169still9.jpg
119,1,16,janet,F,top,311862,back,168still10.jpg,168,encoding_images/female_familiarization/168still10.jpg
119,2,1,harald,M,bottom,300,back,051still6.jpg,051,encoding_images/male_familiarization/051still6.jpg
119,2,2,brita,F,bottom,1035,back,024still7.jpg,024,encoding_images/female_familiarization/024still7.jpg
119,2,3,jeffrey,M,top,939996,back,205still6.jpg,205,encoding_images/male_familiarization/205still6.jpg
