pid,block,trial_no,name,gender,top_bottom,no_within_gender,back_next,img,img_id,img_path
163,1,1,michael,M,top,3899849,back,269still2.jpg,269,encoding_images/male_familiarization/269still2.jpg
163,1,2,kristen,F,top,217163,next,054still10.jpg,054,encoding_images/female_familiarization/054still10.jpg
163,1,3,tadeusz,M,bottom,181,back,225still8.jpg,225,encoding_images/male_familiarization/225still8.jpg
163,1,4,hendrik,M,bottom,1008,next,172still12.jpg,172,encoding_images/male_familiarization/172still12.jpg
163,1,5,judith,F,top,176797,back,127still1.jpg,127,encoding_images/female_familiarization/127still1.jpg
163,1,6,gennaro,M,bottom,1338,back,047still4.jpg,047,encoding_images/male_familiarization/047still4.jpg
163,1,7,gina,F,top,150483,back,178still9.jpg,178,encoding_images/female_familiarization/178still9.jpg
163,1,8,darren,M,top,102290,next,133still9.jpg,133,encoding_images/male_familiarization/133still9.jpg
163,1,9,giuseppina,F,bottom,686,back,059still7.jpg,059,encoding_images/female_familiarization/059still7.jpg
163,1,10,ricky,M,top,214299,next,209still4.jpg,209,encoding_images/male_familiarization/209still4.jpg
163,1,11,katrin,F,bottom,1057,next,124still10.jpg,124,encoding_images/female_familiarization/124still10.jpg
163,1,12,douglas,M,top,425214,back,175still5.jpg,175,encoding_images/male_familiarization/175still5.jpg
163,1,13,arno,M,bottom,590,next,218still10.jpg,218,encoding_images/male_familiarization/218still10.jpg
163,1,14,lauralee,F,bottom,1694,next,073still4.jpg,073,encoding_images/female_familiarization/073still4.jpg
163,1,15,leah,F,top,211413,next,032still3.jpg,032,encoding_images/female_familiarization/032still3.jpg
163,1,16,brita,F,bottom,1035,back,291still3.jpg,291,encoding_images/female_familiarization/291still3.jpg
163,2,1,despina,F,bottom,1097,back,118still6.jpg,118,encoding_images/female_familiarization/118still6.jpg
163,2,2,laura,F,top,625215,back,144still2.jpg,144,encoding_images/female_familiarization/144still2.jpg
163,2,3,daniel,M,top,1685810,next,155still2.jpg,155,encoding_images/male_familiarization/155still2.jpg
163,2,4,teresa,F,top,368426,next,201still14.jpg,201,encoding_images/female_familiarization/201still14.jpg
163,2,5,martyn,M,bottom,475,next,019still10.jpg,019,encoding_images/male_familiarization/019still10.jpg
163,2,6,roger,M,top,250793,back,249still4.jpg,249,encoding_images/male_familiarization/249still4.jpg
163,2,7,veronique,F,bottom,1428,back,131still13.jpg,131,encoding_images/female_familiarization/131still13.jpg
163,2,8,rodney,M,top,204539,back,283still14.jpg,283,encoding_images/male_familiarization/283still14.jpg
163,2,9,vincenza,F,bottom,1053,next,167still8.jpg,167,encoding_images/female_familiarization/167still8.jpg
163,2,10,alan,M,top,274937,next,058still6.jpg,058,encoding_images/male_familiarization/058still6.jpg
163,2,11,marie,F,top,139785,back,021still9.jpg,021,encoding_images/female_familiarization/021still9.jpg
163,2,12,raffaele,M,bottom,866,back,211still20.jpg,211,encoding_images/male_familiarization/211still20.jpg
163,2,13,nancie,F,bottom,1661,next,168still10.jpg,168,encoding_images/female_familiarization/168still10.jpg
163,2,14,raffi,M,bottom,754,back,230still18.jpg,230,encoding_images/male_familiarization/230still18.jpg
163,2,15,heather,F,top,522575,next,110still18.jpg,110,encoding_images/female_familiarization/110still18.jpg
163,2,16,ashraf,M,bottom,827,next,204still4.jpg,204,encoding_images/male_familiarization/204still4.jpg
163,3,1,milos,M,bottom,337,back,078still6.jpg,078,encoding_images/male_familiarization/078still6.jpg
163,3,2,ralf,M,bottom,210,next,226still13.jpg,226,encoding_images/male_familiarization/226still13.jpg
163,3,3,patricia,F,top,854220,next,034still14.jpg,034,encoding_images/female_familiarization/034still14.jpg
163,3,4,james,M,top,2877483,back,232still10.jpg,232,encoding_images/male_familiarization/232still10.jpg
163,3,5,beata,F,bottom,606,back,013still4.jpg,013,encoding_images/female_familiarization/013still4.jpg
163,3,6,norine,F,bottom,1585,back,261still3.jpg,261,encoding_images/female_familiarization/261still3.jpg
163,3,7,raymond,M,top,347100,back,083still3.jpg,083,encoding_images/male_familiarization/083still3.jpg
163,3,8,andrew,M,top,1156589,next,183still14.jpg,183,encoding_images/male_familiarization/183still14.jpg
163,3,9,jacqueline,F,top,324818,back,087still4.jpg,087,encoding_images/female_familiarization/087still4.jpg
163,3,10,ewa,F,bottom,284,next,303still2.jpg,303,encoding_images/female_familiarization/303still2.jpg
163,3,11,katie,F,top,192494,back,215still8.jpg,215,encoding_images/female_familiarization/215still8.jpg
163,3,12,nunzio,M,bottom,496,next,081still11.jpg,081,encoding_images/male_familiarization/081still11.jpg
163,3,13,kyle,M,top,477434,next,109still2.jpg,109,encoding_images/male_familiarization/109still2.jpg
163,3,14,julia,F,top,290106,next,210still3.jpg,210,encoding_images/female_familiarization/210still3.jpg
163,3,15,saverio,M,bottom,868,back,126still5.jpg,126,encoding_images/male_familiarization/126still5.jpg
163,3,16,camie,F,bottom,1589,next,022still10.jpg,022,encoding_images/female_familiarization/022still10.jpg
163,4,1,laraine,F,bottom,1536,next,024still7.jpg,024,encoding_images/female_familiarization/024still7.jpg
163,4,2,nella,F,bottom,1375,back,243still13.jpg,243,encoding_images/female_familiarization/243still13.jpg
163,4,3,wendy,F,top,252118,next,071still4.jpg,071,encoding_images/female_familiarization/071still4.jpg
163,4,4,friedrich,M,bottom,472,back,190still4.jpg,190,encoding_images/male_familiarization/190still4.jpg
163,4,5,sharon,F,top,468340,next,244still4.jpg,244,encoding_images/female_familiarization/244still4.jpg
163,4,6,nicholas,M,top,853046,back,103still10.jpg,103,encoding_images/male_familiarization/103still10.jpg
163,4,7,krzysztof,M,bottom,456,back,236still1.jpg,236,encoding_images/male_familiarization/236still1.jpg
163,4,8,sigrid,F,bottom,1294,next,104still6.jpg,104,encoding_images/female_familiarization/104still6.jpg
163,4,9,phillip,M,top,237464,next,247still7.jpg,247,encoding_images/male_familiarization/247still7.jpg
163,4,10,dorina,F,bottom,769,back,300still11.jpg,300,encoding_images/female_familiarization/300still11.jpg
163,4,11,niels,M,bottom,1009,next,208still4.jpg,208,encoding_images/male_familiarization/208still4.jpg
163,4,12,kathleen,F,top,468245,back,039still14.jpg,039,encoding_images/female_familiarization/039still14.jpg
163,4,13,seymour,M,bottom,637,next,012still3.jpg,012,encoding_images/male_familiarization/012still3.jpg
163,4,14,travis,M,top,292399,back,213still9.jpg,213,encoding_images/male_familiarization/213still9.jpg
163,4,15,adrienne,F,top,58123,back,143still3.jpg,143,encoding_images/female_familiarization/143still3.jpg
163,4,16,ryan,M,top,937360,next,270still12.jpg,270,encoding_images/male_familiarization/270still12.jpg
