pid,block,trial_no,name,gender,top_bottom,no_within_gender,back_next,img,img_id,img_path
102,1,1,brian,M,top,1140348,back,019still10.jpg,019,encoding_images/male_familiarization/019still10.jpg
102,1,2,arline,F,bottom,1793,back,304still12.jpg,304,encoding_images/female_familiarization/304still12.jpg
102,1,3,timothy,M,top,1017662,next,140still6.jpg,140,encoding_images/male_familiarization/140still6.jpg
102,1,4,hendrik,M,bottom,1008,next,175still5.jpg,175,encoding_images/male_familiarization/175still5.jpg
102,1,5,despina,F,bottom,1097,next,013still4.jpg,013,encoding_images/female_familiarization/013still4.jpg
102,1,6,kostas,M,bottom,339,back,205still6.jpg,205,encoding_images/male_familiarization/205still6.jpg
102,1,7,linda,F,top,882894,back,185still4.jpg,185,encoding_images/female_familiarization/185still4.jpg
102,1,8,eric,M,top,857523,back,141still12.jpg,141,encoding_images/male_familiarization/141still12.jpg
102,1,9,seymour,M,bottom,637,next,109still2.jpg,109,encoding_images/male_familiarization/109still2.jpg
102,1,10,adam,M,top,542093,next,233still4.jpg,233,encoding_images/male_familiarization/233still4.jpg
102,1,11,stephanie,F,top,722629,back,255still2.jpg,255,encoding_images/female_familiarization/255still2.jpg
102,1,12,hope,F,top,79097,next,143still3.jpg,143,encoding_images/female_familiarization/143still3.jpg
102,1,13,sharilyn,F,bottom,1319,back,157still8.jpg,157,encoding_images/female_familiarization/157still8.jpg
102,1,14,gennaro,M,bottom,1338,back,052still1.jpg,052,encoding_images/male_familiarization/052still1.jpg
102,1,15,vincenza,F,bottom,1053,next,244still4.jpg,244,encoding_images/female_familiarization/244still4.jpg
102,1,16,tanya,F,top,113973,next,299still6.jpg,299,encoding_images/female_familiarization/299still6.jpg
102,2,1,bryan,M,top,375144,next,086still6.jpg,086,encoding_images/male_familiarization/086still6.jpg
102,2,2,allen,M,top,166934,next,020still7.jpg,020,encoding_images/male_familiarization/020still7.jpg
102,2,3,viki,F,bottom,1548,next,085still3.jpg,085,encoding_images/female_familiarization/085still3.jpg
102,2,4,susan,F,top,863506,next,007still18.jpg,007,encoding_images/female_familiarization/007still18.jpg
102,2,5,elke,F,bottom,1070,back,242still11.jpg,242,encoding_images/female_familiarization/242still11.jpg
102,2,6,zoltan,M,bottom,728,back,080still5.jpg,080,encoding_images/male_familiarization/080still5.jpg
102,2,7,natalie,F,top,336927,back,287still14.jpg,287,encoding_images/female_familiarization/287still14.jpg
102,2,8,krzysztof,M,bottom,456,back,046still6.jpg,046,encoding_images/male_familiarization/046still6.jpg
102,2,9,benjamin,M,top,677813,back,240still5.jpg,240,encoding_images/male_familiarization/240still5.jpg
102,2,10,vahe,M,bottom,239,next,106still12.jpg,106,encoding_images/male_familiarization/106still12.jpg
102,2,11,micheline,F,bottom,999,back,033still3.jpg,033,encoding_images/female_familiarization/033still3.jpg
102,2,12,amanda,F,top,765106,next,167still8.jpg,167,encoding_images/female_familiarization/167still8.jpg
102,2,13,raffaele,M,bottom,866,next,155still2.jpg,155,encoding_images/male_familiarization/155still2.jpg
102,2,14,theodore,M,top,137034,back,190still4.jpg,190,encoding_images/male_familiarization/190still4.jpg
102,2,15,faith,F,top,127208,back,030still3.jpg,030,encoding_images/female_familiarization/030still3.jpg
102,2,16,giuseppina,F,bottom,686,next,168still10.jpg,168,encoding_images/female_familiarization/168still10.jpg
102,3,1,raffi,M,bottom,754,back,284still1.jpg,284,encoding_images/male_familiarization/284still1.jpg
102,3,2,barbara,F,top,583637,next,117still10.jpg,117,encoding_images/female_familiarization/117still10.jpg
102,3,3,katrin,F,bottom,1057,next,015still10.jpg,015,encoding_images/female_familiarization/015still10.jpg
102,3,4,ashraf,M,bottom,827,back,077still1.jpg,077,encoding_images/male_familiarization/077still1.jpg
102,3,5,renate,F,bottom,1182,next,098still2.jpg,098,encoding_images/female_familiarization/098still2.jpg
102,3,6,aaron,M,top,562838,next,269still2.jpg,269,encoding_images/male_familiarization/269still2.jpg
102,3,7,benedetto,M,bottom,514,next,166still2.jpg,166,encoding_images/male_familiarization/166still2.jpg
102,3,8,paul,M,top,845396,back,174still1.jpg,174,encoding_images/male_familiarization/174still1.jpg
102,3,9,bridgit,F,bottom,1274,back,118still6.jpg,118,encoding_images/female_familiarization/118still6.jpg
102,3,10,amy,F,top,666708,back,071still4.jpg,071,encoding_images/female_familiarization/071still4.jpg
102,3,11,wesley,M,top,171701,back,278still3.jpg,278,encoding_images/male_familiarization/278still3.jpg
102,3,12,carl,M,top,222487,next,283still14.jpg,283,encoding_images/male_familiarization/283still14.jpg
102,3,13,martyn,M,bottom,475,next,280still2.jpg,280,encoding_images/male_familiarization/280still2.jpg
102,3,14,anne,F,top,175447,next,124still10.jpg,124,encoding_images/female_familiarization/124still10.jpg
102,3,15,patricia,F,top,854220,back,214still11.jpg,214,encoding_images/female_familiarization/214still11.jpg
