pid,block,trial_no,name,gender,top_bottom,no_within_gender,back_next,img,img_id,img_path
112,1,1,bernhard,M,bottom,541,next,134still4.jpg,134,encoding_images/male_familiarization/134still4.jpg
112,1,2,charles,M,top,1143261,next,175still5.jpg,175,encoding_images/male_familiarization/175still5.jpg
112,1,3,karine,F,bottom,1087,back,135still20.jpg,135,encoding_images/female_familiarization/135still20.jpg
112,1,4,marilyn,F,top,138165,next,299still6.jpg,299,encoding_images/female_familiarization/299still6.jpg
112,1,5,eyal,M,bottom,386,back,240still5.jpg,240,encoding_images/male_familiarization/240still5.jpg
112,1,6,susette,F,bottom,924,next,073still4.jpg,073,encoding_images/female_familiarization/073still4.jpg
112,1,7,brett,M,top,157342,back,267still6.jpg,267,encoding_images/male_familiarization/267still6.jpg
112,1,8,deanna,F,top,114156,next,303still2.jpg,303,encoding_images/female_familiarization/303still2.jpg
112,1,9,virgina,F,bottom,815,next,181still12.jpg,181,encoding_images/female_familiarization/181still12.jpg
112,1,10,stanislaw,M,bottom,233,next,058still6.jpg,058,encoding_images/male_familiarization/058still6.jpg
112,1,11,frederick,M,top,128814,next,209still4.jpg,209,encoding_images/male_familiarization/209still4.jpg
112,1,12,frances,F,top,111510,back,088still4.jpg,088,encoding_images/female_familiarization/088still4.jpg
112,1,13,lauralee,F,bottom,1694,back,180still4.jpg,180,encoding_images/female_familiarization/180still4.jpg
112,1,14,ralf,M,bottom,210,back,264still16.jpg,264,encoding_images/male_familiarization/264still16.jpg
112,1,15,kristen,F,top,217163,back,168still10.jpg,168,encoding_images/female_familiarization/168still10.jpg
112,1,16,darren,M,top,102290,back,222still5.jpg,222,encoding_images/male_familiarization/222still5.jpg
112,2,1,marylee,F,bottom,1394,back,006still4.jpg,006,encoding_images/female_familiarization/006still4.jpg
112,2,2,doron,M,bottom,629,next,269still2.jpg,269,encoding_images/male_familiarization/269still2.jpg
112,2,3,christina,F,top,455831,back,254still3.jpg,254,encoding_images/female_familiarization/254still3.jpg
112,2,4,brenda,F,top,489885,next,137still6.jpg,137,encoding_images/female_familiarization/137still6.jpg
112,2,5,eileen,F,top,86787,next,021still9.jpg,021,encoding_images/female_familiarization/021still9.jpg
112,2,6,siegfried,M,bottom,398,next,041still9.jpg,041,encoding_images/male_familiarization/041still9.jpg
112,2,7,camille,F,top,57901,back,039still14.jpg,039,encoding_images/female_familiarization/039still14.jpg
112,2,8,giuseppina,F,bottom,686,next,215still8.jpg,215,encoding_images/female_familiarization/215still8.jpg
112,2,9,herve,M,bottom,155,back,109still2.jpg,109,encoding_images/male_familiarization/109still2.jpg
112,2,10,matthew,M,top,1576838,next,155still2.jpg,155,encoding_images/male_familiarization/155still2.jpg
112,2,11,marc,M,top,132410,back,017still4.jpg,017,encoding_images/male_familiarization/017still4.jpg
112,2,12,camie,F,bottom,1589,next,219still3.jpg,219,encoding_images/female_familiarization/219still3.jpg
112,2,13,jonathan,M,top,833226,back,128still5.jpg,128,encoding_images/male_familiarization/128still5.jpg
112,2,14,bradley,M,top,298126,next,004still8.jpg,004,encoding_images/male_familiarization/004still8.jpg
112,2,15,zoran,M,bottom,369,back,070still8.jpg,070,encoding_images/male_familiarization/070still8.jpg
112,2,16,julene,F,bottom,1281,back,217still9.jpg,217,encoding_images/female_familiarization/217still9.jpg
112,3,1,brent,M,top,133633,back,278still3.jpg,278,encoding_images/male_familiarization/278still3.jpg
112,3,2,alene,F,bottom,1781,back,042still9.jpg,042,encoding_images/female_familiarization/042still9.jpg
112,3,3,patrick,M,top,585266,next,044still13.jpg,044,encoding_images/male_familiarization/044still13.jpg
112,3,4,ahmet,M,bottom,568,back,027still14.jpg,027,encoding_images/male_familiarization/027still14.jpg
112,3,5,dragan,M,bottom,255,back,232still10.jpg,232,encoding_images/male_familiarization/232still10.jpg
112,3,6,mardi,F,bottom,777,next,033still3.jpg,033,encoding_images/female_familiarization/033still3.jpg
112,3,7,renee,F,top,170408,back,301still1.jpg,301,encoding_images/female_familiarization/301still1.jpg
112,3,8,arthur,M,top,176969,back,139still18.jpg,139,encoding_images/male_familiarization/139still18.jpg
112,3,9,eric,M,top,857523,next,019still10.jpg,019,encoding_images/male_familiarization/019still10.jpg
112,3,10,laurent,M,bottom,1097,next,252still5.jpg,252,encoding_images/male_familiarization/252still5.jpg
112,3,11,amy,F,top,666708,next,179still3.jpg,179,encoding_images/female_familiarization/179still3.jpg
112,3,12,audrey,F,top,177763,next,124still10.jpg,124,encoding_images/female_familiarization/124still10.jpg
112,3,13,danielle,F,top,366884,back,152still1.jpg,152,encoding_images/female_familiarization/152still1.jpg
112,3,14,hendrik,M,bottom,1008,next,271still7.jpg,271,encoding_images/male_familiarization/271still7.jpg
112,3,15,dorina,F,bottom,769,back,234still6.jpg,234,encoding_images/female_familiarization/234still6.jpg
112,3,16,jennine,F,bottom,1206,next,104still6.jpg,104,encoding_images/female_familiarization/104still6.jpg
112,4,1,vincenza,F,bottom,1053,back,210still3.jpg,210,encoding_images/female_familiarization/210still3.jpg
112,4,2,katherine,F,top,467064,next,022still10.jpg,022,encoding_images/female_familiarization/022still10.jpg
112,4,3,marjory,F,bottom,1461,back,040still3.jpg,040,encoding_images/female_familiarization/040still3.jpg
112,4,4,seymour,M,bottom,637,back,233still4.jpg,233,encoding_images/male_familiarization/233still4.jpg
112,4,5,linda,F,top,882894,next,243still13.jpg,243,encoding_images/female_familiarization/243still13.jpg
112,4,6,david,M,top,2883682,next,190still4.jpg,190,encoding_images/male_familiarization/190still4.jpg
112,4,7,raffi,M,bottom,754,back,156still3.jpg,156,encoding_images/male_familiarization/156still3.jpg
112,4,8,renate,F,bottom,1182,next,097still1.jpg,097,encoding_images/female_familiarization/097still1.jpg
112,4,9,aaron,M,top,562838,back,281still4.jpg,281,encoding_images/male_familiarization/281still4.jpg
112,4,10,vasiliki,F,bottom,1155,next,127still1.jpg,127,encoding_images/female_familiarization/127still1.jpg
112,4,11,alison,F,top,110686,back,235still1.jpg,235,encoding_images/female_familiarization/235still1.jpg
112,4,12,yaron,M,bottom,271,next,018still4.jpg,018,encoding_images/male_familiarization/018still4.jpg
112,4,13,john,M,top,2738991,back,076still4.jpg,076,encoding_images/male_familiarization/076still4.jpg
112,4,14,karla,F,top,85468,back,099still8.jpg,099,encoding_images/female_familiarization/099still8.jpg
112,4,15,larry,M,top,474102,next,205still6.jpg,205,encoding_images/male_familiarization/205still6.jpg
112,4,16,saverio,M,bottom,868,next,285still2.jpg,285,encoding_images/male_familiarization/285still2.jpg
