pid,block,trial_no,name,gender,top_bottom,no_within_gender,back_next,img,img_id,img_path
166,1,1,donald,M,top,624929,next,051still6.jpg,051,encoding_images/male_familiarization/051still6.jpg
166,1,2,antonietta,F,bottom,991,back,124still10.jpg,124,encoding_images/female_familiarization/124still10.jpg
166,1,3,elizabeth,F,top,1076566,back,216still12.jpg,216,encoding_images/female_familiarization/216still12.jpg
166,1,4,ralf,M,bottom,210,next,076still4.jpg,076,encoding_images/male_familiarization/076still4.jpg
166,1,5,bethanne,F,bottom,1244,next,304still12.jpg,304,encoding_images/female_familiarization/304still12.jpg
166,1,6,george,M,top,496166,back,238still5.jpg,238,encoding_images/male_familiarization/238still5.jpg
166,1,7,sarah,F,top,870818,next,072still5.jpg,072,encoding_images/female_familiarization/072still5.jpg
166,1,8,sharon,F,top,468340,back,157still8.jpg,157,encoding_images/female_familiarization/157still8.jpg
166,1,9,mardi,F,bottom,777,next,253still5.jpg,253,encoding_images/female_familiarization/253still5.jpg
166,1,10,dennis,M,top,414755,next,070still8.jpg,070,encoding_images/male_familiarization/070still8.jpg
166,1,11,giuseppina,F,bottom,686,back,242still11.jpg,242,encoding_images/female_familiarization/242still11.jpg
166,1,12,niels,M,bottom,1009,back,280still2.jpg,280,encoding_images/male_familiarization/280still2.jpg
166,1,13,herve,M,bottom,155,back,190still4.jpg,190,encoding_images/male_familiarization/190still4.jpg
166,1,14,brent,M,top,133633,back,297still6.jpg,297,encoding_images/male_familiarization/297still6.jpg
166,1,15,katherine,F,top,467064,next,178still9.jpg,178,encoding_images/female_familiarization/178still9.jpg
166,1,16,eleftherios,M,bottom,168,next,222still5.jpg,222,encoding_images/male_familiarization/222still5.jpg
166,2,1,marie,F,top,139785,next,246still1.jpg,246,encoding_images/female_familiarization/246still1.jpg
166,2,2,virgina,F,bottom,815,next,130still1.jpg,130,encoding_images/female_familiarization/130still1.jpg
166,2,3,marylee,F,bottom,1394,back,254still3.jpg,254,encoding_images/female_familiarization/254still3.jpg
166,2,4,anthony,M,top,1246681,next,175still5.jpg,175,encoding_images/male_familiarization/175still5.jpg
166,2,5,vincent,M,top,253327,next,082still5.jpg,082,encoding_images/male_familiarization/082still5.jpg
166,2,6,theresa,F,top,266524,next,255still2.jpg,255,encoding_images/female_familiarization/255still2.jpg
166,2,7,christoph,M,bottom,1126,next,004still8.jpg,004,encoding_images/male_familiarization/004still8.jpg
166,2,8,carl,M,top,222487,back,151still3.jpg,151,encoding_images/male_familiarization/151still3.jpg
166,2,9,kathrin,F,bottom,1057,next,135still20.jpg,135,encoding_images/female_familiarization/135still20.jpg
166,2,10,ricky,M,top,214299,back,086still6.jpg,086,encoding_images/male_familiarization/086still6.jpg
166,2,11,ashraf,M,bottom,827,back,159still13.jpg,159,encoding_images/male_familiarization/159still13.jpg
166,2,12,renate,F,bottom,1182,back,123still15.jpg,123,encoding_images/female_familiarization/123still15.jpg
166,2,13,claire,F,top,143040,back,291still3.jpg,291,encoding_images/female_familiarization/291still3.jpg
166,2,14,giulio,M,bottom,513,next,048still8.jpg,048,encoding_images/male_familiarization/048still8.jpg
166,2,15,jessica,F,top,1043236,back,010still14.jpg,010,encoding_images/female_familiarization/010still14.jpg
166,2,16,andrzej,M,bottom,357,back,045still4.jpg,045,encoding_images/male_familiarization/045still4.jpg
