pid,block,trial_no,name,gender,top_bottom,no_within_gender,back_next,img,img_id,img_path
115,1,1,georg,M,bottom,346,back,155still2.jpg,155,encoding_images/male_familiarization/155still2.jpg
115,1,2,joel,M,top,235760,next,174still1.jpg,174,encoding_images/male_familiarization/174still1.jpg
115,1,3,nina,F,top,79553,back,072still5.jpg,072,encoding_images/female_familiarization/072still5.jpg
115,1,4,bridgit,F,bottom,1274,back,063still18.jpg,063,encoding_images/female_familiarization/063still18.jpg
115,1,5,wesley,M,top,171701,next,003still16.jpg,003,encoding_images/male_familiarization/003still16.jpg
115,1,6,andrea,F,top,414065,next,214still11.jpg,214,encoding_images/female_familiarization/214still11.jpg
115,1,7,siegfried,M,bottom,398,next,172still12.jpg,172,encoding_images/male_familiarization/172still12.jpg
115,1,8,ryan,M,top,937360,back,222still5.jpg,222,encoding_images/male_familiarization/222still5.jpg
115,1,9,justin,M,top,774052,back,134still4.jpg,134,encoding_images/male_familiarization/134still4.jpg
115,1,10,katrin,F,bottom,1057,next,203still8.jpg,203,encoding_images/female_familiarization/203still8.jpg
115,1,11,murat,M,bottom,314,next,047still4.jpg,047,encoding_images/male_familiarization/047still4.jpg
115,1,12,nella,F,bottom,1375,back,054still10.jpg,054,encoding_images/female_familiarization/054still10.jpg
115,1,13,nancy,F,top,531232,next,060still4.jpg,060,encoding_images/female_familiarization/060still4.jpg
115,1,14,kristin,F,top,177234,back,087still4.jpg,087,encoding_images/female_familiarization/087still4.jpg
115,1,15,benedetto,M,bottom,514,back,208still4.jpg,208,encoding_images/male_familiarization/208still4.jpg
115,1,16,vincenza,F,bottom,1053,next,210still3.jpg,210,encoding_images/female_familiarization/210still3.jpg
115,2,1,jennifer,F,top,1456897,back,169still9.jpg,169,encoding_images/female_familiarization/169still9.jpg
115,2,2,teresa,F,top,368426,next,288still2.jpg,288,encoding_images/female_familiarization/288still2.jpg
115,2,3,per,M,bottom,352,next,232still10.jpg,232,encoding_images/male_familiarization/232still10.jpg
115,2,4,giulio,M,bottom,513,back,126still5.jpg,126,encoding_images/male_familiarization/126still5.jpg
115,2,5,denise,F,top,359710,next,303still2.jpg,303,encoding_images/female_familiarization/303still2.jpg
115,2,6,harald,M,bottom,300,back,140still6.jpg,140,encoding_images/male_familiarization/140still6.jpg
115,2,7,jane,F,top,167264,back,299still6.jpg,299,encoding_images/female_familiarization/299still6.jpg
115,2,8,theodore,M,top,137034,back,147still5.jpg,147,encoding_images/male_familiarization/147still5.jpg
115,2,9,jon,M,top,140402,next,113still9.jpg,113,encoding_images/male_familiarization/113still9.jpg
115,2,10,fae,F,bottom,549,next,040still3.jpg,040,encoding_images/female_familiarization/040still3.jpg
115,2,11,jolyn,F,bottom,1852,next,246still1.jpg,246,encoding_images/female_familiarization/246still1.jpg
115,2,12,thomas,M,top,1464735,next,227still3.jpg,227,encoding_images/male_familiarization/227still3.jpg
115,2,13,elke,F,bottom,1070,back,290still10.jpg,290,encoding_images/female_familiarization/290still10.jpg
115,2,14,niels,M,bottom,1009,next,020still7.jpg,020,encoding_images/male_familiarization/020still7.jpg
115,2,15,brita,F,bottom,1035,back,216still12.jpg,216,encoding_images/female_familiarization/216still12.jpg
115,2,16,jeffery,M,top,224133,back,141still12.jpg,141,encoding_images/male_familiarization/141still12.jpg
115,3,1,robert,M,top,2574767,next,238still5.jpg,238,encoding_images/male_familiarization/238still5.jpg
115,3,2,crystal,F,top,325156,next,006still4.jpg,006,encoding_images/female_familiarization/006still4.jpg
115,3,3,nunzio,M,bottom,496,back,083still3.jpg,083,encoding_images/male_familiarization/083still3.jpg
115,3,4,brent,M,top,133633,next,283still14.jpg,283,encoding_images/male_familiarization/283still14.jpg
115,3,5,herve,M,bottom,155,next,297still6.jpg,297,encoding_images/male_familiarization/297still6.jpg
115,3,6,joani,F,bottom,566,back,289still5.jpg,289,encoding_images/female_familiarization/289still5.jpg
115,3,7,gennaro,M,bottom,1338,next,091still4.jpg,091,encoding_images/male_familiarization/091still4.jpg
115,3,8,frederick,M,top,128814,back,049still6.jpg,049,encoding_images/male_familiarization/049still6.jpg
115,3,9,marylee,F,bottom,1394,next,088still4.jpg,088,encoding_images/female_familiarization/088still4.jpg
115,3,10,anna,F,top,397826,back,181still12.jpg,181,encoding_images/female_familiarization/181still12.jpg
115,3,11,allison,F,top,300943,next,059still7.jpg,059,encoding_images/female_familiarization/059still7.jpg
115,3,12,nicholas,M,top,853046,back,090still3.jpg,090,encoding_images/male_familiarization/090still3.jpg
115,3,13,alla,F,bottom,397,next,097still1.jpg,097,encoding_images/female_familiarization/097still1.jpg
115,3,14,jessica,F,top,1043236,back,132still6.jpg,132,encoding_images/female_familiarization/132still6.jpg
115,3,15,giuseppina,F,bottom,686,back,023still4.jpg,023,encoding_images/female_familiarization/023still4.jpg
115,3,16,dragan,M,bottom,255,back,018still4.jpg,018,encoding_images/male_familiarization/018still4.jpg
115,4,1,mardi,F,bottom,777,back,135still20.jpg,135,encoding_images/female_familiarization/135still20.jpg
115,4,2,virginia,F,top,160284,back,287still14.jpg,287,encoding_images/female_familiarization/287still14.jpg
115,4,3,pieter,M,bottom,881,next,053still11.jpg,053,encoding_images/male_familiarization/053still11.jpg
115,4,4,grant,M,top,111898,back,231still2.jpg,231,encoding_images/male_familiarization/231still2.jpg
115,4,5,camie,F,bottom,1589,next,118still6.jpg,118,encoding_images/female_familiarization/118still6.jpg
115,4,6,james,M,top,2877483,next,270still12.jpg,270,encoding_images/male_familiarization/270still12.jpg
115,4,7,erica,F,top,229825,next,215still8.jpg,215,encoding_images/female_familiarization/215still8.jpg
115,4,8,laurent,M,bottom,1097,back,128still5.jpg,128,encoding_images/male_familiarization/128still5.jpg
115,4,9,michelle,F,top,805639,next,144still2.jpg,144,encoding_images/female_familiarization/144still2.jpg
115,4,10,virgina,F,bottom,815,next,300still11.jpg,300,encoding_images/female_familiarization/300still11.jpg
115,4,11,bogdan,M,bottom,589,back,046still6.jpg,046,encoding_images/male_familiarization/046still6.jpg
115,4,12,tadeusz,M,bottom,181,next,240still5.jpg,240,encoding_images/male_familiarization/240still5.jpg
115,4,13,ricky,M,top,214299,next,190still4.jpg,190,encoding_images/male_familiarization/190still4.jpg
115,4,14,karine,F,bottom,1087,back,105still17.jpg,105,encoding_images/female_familiarization/105still17.jpg
115,4,15,alexander,M,top,638138,back,045still4.jpg,045,encoding_images/male_familiarization/045still4.jpg
115,4,16,janet,F,top,311862,back,296still1.jpg,296,encoding_images/female_familiarization/296still1.jpg
