pid,block,trial_no,name,gender,top_bottom,no_within_gender,back_next,img,img_id,img_path
126,1,1,diana,F,top,292229,back,024still7.jpg,024,encoding_images/female_familiarization/024still7.jpg
126,1,2,renee,F,top,170408,next,256still7.jpg,256,encoding_images/female_familiarization/256still7.jpg
126,1,3,bogdan,M,bottom,589,back,036still4.jpg,036,encoding_images/male_familiarization/036still4.jpg
126,1,4,lorilee,F,bottom,777,next,042still9.jpg,042,encoding_images/female_familiarization/042still9.jpg
126,1,5,nathan,M,top,527664,next,236still1.jpg,236,encoding_images/male_familiarization/236still1.jpg
126,1,6,scott,M,top,753538,back,202still12.jpg,202,encoding_images/male_familiarization/202still12.jpg
126,1,7,sigrid,F,bottom,1294,next,214still11.jpg,214,encoding_images/female_familiarization/214still11.jpg
126,1,8,katrin,F,bottom,1057,back,033still3.jpg,033,encoding_images/female_familiarization/033still3.jpg
126,1,9,gennaro,M,bottom,1338,next,052still1.jpg,052,encoding_images/male_familiarization/052still1.jpg
126,1,10,anna,F,top,397826,back,007still18.jpg,007,encoding_images/female_familiarization/007still18.jpg
126,1,11,nancy,F,top,531232,next,071still4.jpg,071,encoding_images/female_familiarization/071still4.jpg
126,1,12,joel,M,top,235760,back,280still2.jpg,280,encoding_images/male_familiarization/280still2.jpg
126,1,13,nancie,F,bottom,1661,back,215still8.jpg,215,encoding_images/female_familiarization/215still8.jpg
126,1,14,randy,M,top,313236,next,209still4.jpg,209,encoding_images/male_familiarization/209still4.jpg
126,1,15,ashraf,M,bottom,827,back,227still3.jpg,227,encoding_images/male_familiarization/227still3.jpg
126,1,16,eyal,M,bottom,386,next,283still14.jpg,283,encoding_images/male_familiarization/283still14.jpg
126,2,1,brita,F,bottom,1035,back,062still4.jpg,062,encoding_images/female_familiarization/062still4.jpg
126,2,2,troy,M,top,191394,back,146still1.jpg,146,encoding_images/male_familiarization/146still1.jpg
126,2,3,micheal,M,top,138560,next,279still8.jpg,279,encoding_images/male_familiarization/279still8.jpg
126,2,4,larysa,F,bottom,155,back,010still14.jpg,010,encoding_images/female_familiarization/010still14.jpg
126,2,5,benedetto,M,bottom,514,next,166still2.jpg,166,encoding_images/male_familiarization/166still2.jpg
126,2,6,brian,M,top,1140348,back,213still9.jpg,213,encoding_images/male_familiarization/213still9.jpg
126,2,7,teresa,F,top,368426,next,117still10.jpg,117,encoding_images/female_familiarization/117still10.jpg
126,2,8,catherine,F,top,359514,back,265still5.jpg,265,encoding_images/female_familiarization/265still5.jpg
126,2,9,raffaele,M,bottom,866,back,226still13.jpg,226,encoding_images/male_familiarization/226still13.jpg
126,2,10,holly,F,top,196353,next,025still7.jpg,025,encoding_images/female_familiarization/025still7.jpg
126,2,11,raffi,M,bottom,754,back,128still5.jpg,128,encoding_images/male_familiarization/128still5.jpg
126,2,12,viki,F,bottom,1548,next,254still3.jpg,254,encoding_images/female_familiarization/254still3.jpg
126,2,13,elaine,F,top,112546,back,098still2.jpg,098,encoding_images/female_familiarization/098still2.jpg
126,2,14,beata,F,bottom,606,next,073still4.jpg,073,encoding_images/female_familiarization/073still4.jpg
126,2,15,dennis,M,top,414755,next,139still18.jpg,139,encoding_images/male_familiarization/139still18.jpg
126,2,16,niels,M,bottom,1009,next,225still8.jpg,225,encoding_images/male_familiarization/225still8.jpg
126,3,1,richard,M,top,1437063,back,058still6.jpg,058,encoding_images/male_familiarization/058still6.jpg
126,3,2,dorina,F,bottom,769,back,015still10.jpg,015,encoding_images/female_familiarization/015still10.jpg
126,3,3,gunther,M,bottom,842,back,194still2.jpg,194,encoding_images/male_familiarization/194still2.jpg
126,3,4,jennine,F,bottom,1206,next,168still10.jpg,168,encoding_images/female_familiarization/168still10.jpg
126,3,5,emily,F,top,782318,next,219still3.jpg,219,encoding_images/female_familiarization/219still3.jpg
126,3,6,laura,F,top,625215,back,050still16.jpg,050,encoding_images/female_familiarization/050still16.jpg
126,3,7,zoltan,M,bottom,728,back,079still2.jpg,079,encoding_images/male_familiarization/079still2.jpg
126,3,8,douglas,M,top,425214,back,020still7.jpg,020,encoding_images/male_familiarization/020still7.jpg
126,3,9,rebecca,F,top,659563,next,009still12.jpg,009,encoding_images/female_familiarization/009still12.jpg
126,3,10,waldemar,M,bottom,515,next,282still12.jpg,282,encoding_images/male_familiarization/282still12.jpg
126,3,11,friedrich,M,bottom,472,next,004still8.jpg,004,encoding_images/male_familiarization/004still8.jpg
126,3,12,michael,M,top,3899849,next,038still17.jpg,038,encoding_images/male_familiarization/038still17.jpg
126,3,13,trudie,F,bottom,1221,next,253still5.jpg,253,encoding_images/female_familiarization/253still5.jpg
126,3,14,micheline,F,bottom,999,back,039still14.jpg,039,encoding_images/female_familiarization/039still14.jpg
126,3,15,larry,M,top,474102,next,051still6.jpg,051,encoding_images/male_familiarization/051still6.jpg
126,3,16,carolyn,F,top,268115,back,006still4.jpg,006,encoding_images/female_familiarization/006still4.jpg
