pid,block,trial_no,name,gender,top_bottom,no_within_gender,back_next,img,img_id,img_path
125,1,1,spiro,M,bottom,681,back,045still4.jpg,045,encoding_images/male_familiarization/045still4.jpg
125,1,2,karine,F,bottom,1087,back,073still4.jpg,073,encoding_images/female_familiarization/073still4.jpg
125,1,3,margaret,F,top,368973,back,104still6.jpg,104,encoding_images/female_familiarization/104still6.jpg
125,1,4,petar,M,bottom,552,back,147still5.jpg,147,encoding_images/male_familiarization/147still5.jpg
125,1,5,karalee,F,bottom,1098,next,099still8.jpg,099,encoding_images/female_familiarization/099still8.jpg
125,1,6,cindy,F,top,250580,back,135still20.jpg,135,encoding_images/female_familiarization/135still20.jpg
125,1,7,ramin,M,bottom,627,next,284still1.jpg,284,encoding_images/male_familiarization/284still1.jpg
125,1,8,paula,F,top,222991,next,294still16.jpg,294,encoding_images/female_familiarization/294still16.jpg
125,1,9,anthony,M,top,1246681,back,258still7.jpg,258,encoding_images/male_familiarization/258still7.jpg
125,1,10,renee,F,top,170408,next,033still3.jpg,033,encoding_images/female_familiarization/033still3.jpg
125,1,11,siegfried,M,bottom,398,next,232still10.jpg,232,encoding_images/male_familiarization/232still10.jpg
125,1,12,joani,F,bottom,566,next,050still16.jpg,050,encoding_images/female_familiarization/050still16.jpg
125,1,13,richard,M,top,1437063,next,046still6.jpg,046,encoding_images/male_familiarization/046still6.jpg
125,1,14,stephen,M,top,699430,back,052still1.jpg,052,encoding_images/male_familiarization/052still1.jpg
125,1,15,ronald,M,top,629381,next,002still12.jpg,002,encoding_images/male_familiarization/002still12.jpg
125,1,16,marylee,F,bottom,1394,back,171still11.jpg,171,encoding_images/female_familiarization/171still11.jpg
125,2,1,katie,F,top,192494,back,242still11.jpg,242,encoding_images/female_familiarization/242still11.jpg
125,2,2,milos,M,bottom,337,next,018still4.jpg,018,encoding_images/male_familiarization/018still4.jpg
125,2,3,bridgit,F,bottom,1274,back,157still8.jpg,157,encoding_images/female_familiarization/157still8.jpg
125,2,4,arthur,M,top,176969,next,264still16.jpg,264,encoding_images/male_familiarization/264still16.jpg
125,2,5,victoria,F,top,444401,back,112still2.jpg,112,encoding_images/female_familiarization/112still2.jpg
125,2,6,heinz,M,bottom,398,back,091still4.jpg,091,encoding_images/male_familiarization/091still4.jpg
125,2,7,marie,F,top,139785,next,111still4.jpg,111,encoding_images/female_familiarization/111still4.jpg
125,2,8,edward,M,top,577814,back,051still6.jpg,051,encoding_images/male_familiarization/051still6.jpg
125,2,9,brita,F,bottom,1035,next,234still6.jpg,234,encoding_images/female_familiarization/234still6.jpg
125,2,10,virgina,F,bottom,815,back,265still5.jpg,265,encoding_images/female_familiarization/265still5.jpg
125,2,11,robert,M,top,2574767,back,076still4.jpg,076,encoding_images/male_familiarization/076still4.jpg
125,2,12,bryan,M,top,375144,next,190still4.jpg,190,encoding_images/male_familiarization/190still4.jpg
125,2,13,christianne,F,bottom,1422,next,286still6.jpg,286,encoding_images/female_familiarization/286still6.jpg
125,2,14,kostas,M,bottom,339,back,238still5.jpg,238,encoding_images/male_familiarization/238still5.jpg
125,2,15,sarah,F,top,870818,next,110still18.jpg,110,encoding_images/female_familiarization/110still18.jpg
125,2,16,arno,M,bottom,590,next,003still16.jpg,003,encoding_images/male_familiarization/003still16.jpg
125,3,1,marjory,F,bottom,1461,back,223still6.jpg,223,encoding_images/female_familiarization/223still6.jpg
125,3,2,ewa,F,bottom,284,next,290still10.jpg,290,encoding_images/female_familiarization/290still10.jpg
125,3,3,marc,M,top,132410,back,172still12.jpg,172,encoding_images/male_familiarization/172still12.jpg
125,3,4,shane,M,top,189201,next,161still9.jpg,161,encoding_images/male_familiarization/161still9.jpg
125,3,5,elke,F,bottom,1070,next,296still1.jpg,296,encoding_images/female_familiarization/296still1.jpg
125,3,6,ralf,M,bottom,210,back,205still6.jpg,205,encoding_images/male_familiarization/205still6.jpg
125,3,7,erin,F,top,312636,next,021still9.jpg,021,encoding_images/female_familiarization/021still9.jpg
125,3,8,pieter,M,bottom,881,next,231still2.jpg,231,encoding_images/male_familiarization/231still2.jpg
125,3,9,catherine,F,top,359514,next,216still12.jpg,216,encoding_images/female_familiarization/216still12.jpg
125,3,10,tanya,F,top,113973,back,180still4.jpg,180,encoding_images/female_familiarization/180still4.jpg
125,3,11,beata,F,bottom,606,back,007still18.jpg,007,encoding_images/female_familiarization/007still18.jpg
125,3,12,gregory,M,top,657806,back,293still1.jpg,293,encoding_images/male_familiarization/293still1.jpg
125,3,13,david,M,top,2883682,next,109still2.jpg,109,encoding_images/male_familiarization/109still2.jpg
125,3,14,harald,M,bottom,300,back,005still4.jpg,005,encoding_images/male_familiarization/005still4.jpg
125,3,15,emily,F,top,782318,back,085still3.jpg,085,encoding_images/female_familiarization/085still3.jpg
125,3,16,christoph,M,bottom,1126,next,102still12.jpg,102,encoding_images/male_familiarization/102still12.jpg
