pid,block,trial_no,name,gender,top_bottom,no_within_gender,back_next,img,img_id,img_path
114,1,1,andrea,F,top,414065,back,028still13.jpg,028,encoding_images/female_familiarization/028still13.jpg
114,1,2,siegfried,M,bottom,398,back,046still6.jpg,046,encoding_images/male_familiarization/046still6.jpg
114,1,3,antonietta,F,bottom,991,next,242still11.jpg,242,encoding_images/female_familiarization/242still11.jpg
114,1,4,eileen,F,top,86787,next,124still10.jpg,124,encoding_images/female_familiarization/124still10.jpg
114,1,5,hendrik,M,bottom,1008,back,047still4.jpg,047,encoding_images/male_familiarization/047still4.jpg
114,1,6,katrin,F,bottom,1057,back,072still5.jpg,072,encoding_images/female_familiarization/072still5.jpg
114,1,7,bryan,M,top,375144,next,166still2.jpg,166,encoding_images/male_familiarization/166still2.jpg
114,1,8,laurent,M,bottom,1097,next,159still13.jpg,159,encoding_images/male_familiarization/159still13.jpg
114,1,9,jane,F,top,167264,next,244still4.jpg,244,encoding_images/female_familiarization/244still4.jpg
114,1,10,dennis,M,top,414755,back,240still5.jpg,240,encoding_images/male_familiarization/240still5.jpg
114,1,11,cynthia,F,top,634311,back,008still13.jpg,008,encoding_images/female_familiarization/008still13.jpg
114,1,12,joani,F,bottom,566,back,214still11.jpg,214,encoding_images/female_familiarization/214still11.jpg
114,1,13,joel,M,top,235760,back,205still6.jpg,205,encoding_images/male_familiarization/205still6.jpg
114,1,14,peder,M,bottom,596,next,158still14.jpg,158,encoding_images/male_familiarization/158still14.jpg
114,1,15,frederick,M,top,128814,next,035still14.jpg,035,encoding_images/male_familiarization/035still14.jpg
114,1,16,jolyn,F,bottom,1852,next,110still18.jpg,110,encoding_images/female_familiarization/110still18.jpg
114,2,1,mary,F,top,1350547,next,168still10.jpg,168,encoding_images/female_familiarization/168still10.jpg
114,2,2,martyn,M,bottom,475,next,128still5.jpg,128,encoding_images/male_familiarization/128still5.jpg
114,2,3,beata,F,bottom,606,back,006still4.jpg,006,encoding_images/female_familiarization/006still4.jpg
114,2,4,trudie,F,bottom,1221,next,210still3.jpg,210,encoding_images/female_familiarization/210still3.jpg
114,2,5,troy,M,top,191394,back,229still3.jpg,229,encoding_images/male_familiarization/229still3.jpg
114,2,6,camie,F,bottom,1589,next,032still3.jpg,032,encoding_images/female_familiarization/032still3.jpg
114,2,7,yaron,M,bottom,271,back,280still2.jpg,280,encoding_images/male_familiarization/280still2.jpg
114,2,8,joaquim,M,bottom,670,next,003still16.jpg,003,encoding_images/male_familiarization/003still16.jpg
114,2,9,joanna,F,top,92485,next,277still4.jpg,277,encoding_images/female_familiarization/277still4.jpg
114,2,10,linda,F,top,882894,back,025still7.jpg,025,encoding_images/female_familiarization/025still7.jpg
114,2,11,seymour,M,bottom,637,back,267still6.jpg,267,encoding_images/male_familiarization/267still6.jpg
114,2,12,gregory,M,top,657806,next,293still1.jpg,293,encoding_images/male_familiarization/293still1.jpg
114,2,13,jon,M,top,140402,next,092still9.jpg,092,encoding_images/male_familiarization/092still9.jpg
114,2,14,marjory,F,bottom,1461,back,235still1.jpg,235,encoding_images/female_familiarization/235still1.jpg
114,2,15,grant,M,top,111898,back,155still2.jpg,155,encoding_images/male_familiarization/155still2.jpg
114,2,16,lisa,F,top,962082,back,054still10.jpg,054,encoding_images/female_familiarization/054still10.jpg
114,3,1,nathan,M,top,527664,back,226still13.jpg,226,encoding_images/male_familiarization/226still13.jpg
114,3,2,pieter,M,bottom,881,back,086still6.jpg,086,encoding_images/male_familiarization/086still6.jpg
114,3,3,fae,F,bottom,549,next,063still18.jpg,063,encoding_images/female_familiarization/063still18.jpg
114,3,4,brett,M,top,157342,next,134still4.jpg,134,encoding_images/male_familiarization/134still4.jpg
114,3,5,despina,F,bottom,1097,back,295still9.jpg,295,encoding_images/female_familiarization/295still9.jpg
114,3,6,stanislaw,M,bottom,233,next,161still9.jpg,161,encoding_images/male_familiarization/161still9.jpg
114,3,7,norine,F,bottom,1585,back,105still17.jpg,105,encoding_images/female_familiarization/105still17.jpg
114,3,8,daniel,M,top,1685810,next,218still10.jpg,218,encoding_images/male_familiarization/218still10.jpg
114,3,9,tiffany,F,top,336894,back,033still3.jpg,033,encoding_images/female_familiarization/033still3.jpg
114,3,10,renee,F,top,170408,next,261still3.jpg,261,encoding_images/female_familiarization/261still3.jpg
114,3,11,murat,M,bottom,314,back,266still13.jpg,266,encoding_images/male_familiarization/266still13.jpg
114,3,12,ashraf,M,bottom,827,next,108still5.jpg,108,encoding_images/male_familiarization/108still5.jpg
114,3,13,marilyn,F,top,138165,next,300still11.jpg,300,encoding_images/female_familiarization/300still11.jpg
114,3,14,kathryn,F,top,305197,back,097still1.jpg,097,encoding_images/female_familiarization/097still1.jpg
114,3,15,marylee,F,bottom,1394,next,299still6.jpg,299,encoding_images/female_familiarization/299still6.jpg
114,3,16,joseph,M,top,1698518,back,051still6.jpg,051,encoding_images/male_familiarization/051still6.jpg
114,4,1,phillip,M,top,237464,back,274still5.jpg,274,encoding_images/male_familiarization/274still5.jpg
