pid,block,trial_no,name,gender,top_bottom,no_within_gender,back_next,img,img_id,img_path
154,1,1,arno,M,bottom,590,back,078still6.jpg,078,encoding_images/male_familiarization/078still6.jpg
154,1,2,victoria,F,top,444401,back,132still6.jpg,132,encoding_images/female_familiarization/132still6.jpg
154,1,3,inge,F,bottom,520,next,008still13.jpg,008,encoding_images/female_familiarization/008still13.jpg
154,1,4,bogdan,M,bottom,589,next,285still2.jpg,285,encoding_images/male_familiarization/285still2.jpg
154,1,5,kristen,F,top,217163,next,295still9.jpg,295,encoding_images/female_familiarization/295still9.jpg
154,1,6,cynthia,F,top,634311,back,098still2.jpg,098,encoding_images/female_familiarization/098still2.jpg
154,1,7,larysa,F,bottom,155,back,071still4.jpg,071,encoding_images/female_familiarization/071still4.jpg
154,1,8,marshall,M,top,58353,back,231still2.jpg,231,encoding_images/male_familiarization/231still2.jpg
154,1,9,alison,F,top,110686,next,234still6.jpg,234,encoding_images/female_familiarization/234still6.jpg
154,1,10,nunzio,M,bottom,496,next,233still4.jpg,233,encoding_images/male_familiarization/233still4.jpg
154,1,11,hendrik,M,bottom,1008,back,155still2.jpg,155,encoding_images/male_familiarization/155still2.jpg
154,1,12,roger,M,top,250793,back,052still1.jpg,052,encoding_images/male_familiarization/052still1.jpg
154,1,13,karalee,F,bottom,1098,next,277still4.jpg,277,encoding_images/female_familiarization/277still4.jpg
154,1,14,justin,M,top,774052,next,120still2.jpg,120,encoding_images/male_familiarization/120still2.jpg
154,1,15,jennine,F,bottom,1206,back,257still7.jpg,257,encoding_images/female_familiarization/257still7.jpg
154,1,16,jeffery,M,top,224133,next,058still6.jpg,058,encoding_images/male_familiarization/058still6.jpg
154,2,1,nicole,F,top,588020,back,290still10.jpg,290,encoding_images/female_familiarization/290still10.jpg
154,2,2,darren,M,top,102290,next,011still7.jpg,011,encoding_images/male_familiarization/011still7.jpg
154,2,3,saverio,M,bottom,868,next,113still9.jpg,113,encoding_images/male_familiarization/113still9.jpg
154,2,4,despina,F,bottom,1097,back,050still16.jpg,050,encoding_images/female_familiarization/050still16.jpg
154,2,5,timothy,M,top,1017662,next,128still5.jpg,128,encoding_images/male_familiarization/128still5.jpg
154,2,6,laraine,F,bottom,1536,back,304still12.jpg,304,encoding_images/female_familiarization/304still12.jpg
154,2,7,nancy,F,top,531232,next,157still8.jpg,157,encoding_images/female_familiarization/157still8.jpg
154,2,8,ahmet,M,bottom,568,back,190still4.jpg,190,encoding_images/male_familiarization/190still4.jpg
154,2,9,kathrin,F,bottom,1057,next,063still18.jpg,063,encoding_images/female_familiarization/063still18.jpg
154,2,10,lauren,F,top,467567,next,182still11.jpg,182,encoding_images/female_familiarization/182still11.jpg
154,2,11,eric,M,top,857523,back,145still18.jpg,145,encoding_images/male_familiarization/145still18.jpg
154,2,12,andrzej,M,bottom,357,back,264still16.jpg,264,encoding_images/male_familiarization/264still16.jpg
154,2,13,rebecca,F,top,659563,back,009still12.jpg,009,encoding_images/female_familiarization/009still12.jpg
154,2,14,theodore,M,top,137034,back,199still3.jpg,199,encoding_images/male_familiarization/199still3.jpg
154,2,15,sharilyn,F,bottom,1319,next,242still11.jpg,242,encoding_images/female_familiarization/242still11.jpg
154,2,16,laurent,M,bottom,1097,next,004still8.jpg,004,encoding_images/male_familiarization/004still8.jpg
154,3,1,thomas,M,top,1464735,next,202still12.jpg,202,encoding_images/male_familiarization/202still12.jpg
154,3,2,marjory,F,bottom,1461,next,059still7.jpg,059,encoding_images/female_familiarization/059still7.jpg
154,3,3,elizabeth,F,top,1076566,back,301still1.jpg,301,encoding_images/female_familiarization/301still1.jpg
154,3,4,christoph,M,bottom,1126,back,020still7.jpg,020,encoding_images/male_familiarization/020still7.jpg
154,3,5,camille,F,top,57901,back,143still3.jpg,143,encoding_images/female_familiarization/143still3.jpg
154,3,6,georg,M,bottom,346,next,019still10.jpg,019,encoding_images/male_familiarization/019still10.jpg
154,3,7,paul,M,top,845396,back,247still7.jpg,247,encoding_images/male_familiarization/247still7.jpg
154,3,8,jacquelyn,F,top,63821,next,185still4.jpg,185,encoding_images/female_familiarization/185still4.jpg
154,3,9,ewa,F,bottom,284,back,181still12.jpg,181,encoding_images/female_familiarization/181still12.jpg
154,3,10,milos,M,bottom,337,next,205still6.jpg,205,encoding_images/male_familiarization/205still6.jpg
154,3,11,dyan,F,bottom,1733,back,062still4.jpg,062,encoding_images/female_familiarization/062still4.jpg
