name,gender,top_bottom,no_within_gender,block,back_next,pid
benjamin,M,top,677813,4,next,168
lauralee,F,bottom,1694,1,back,168
nicole,F,top,588020,2,back,168
barbara,F,top,583637,3,next,168
nina,F,top,79553,3,next,168
teresa,F,top,368426,1,next,168
louanne,F,bottom,1201,3,back,168
faith,F,top,127208,4,next,168
fae,F,bottom,549,4,next,168
molly,F,top,152796,2,back,168
kevin,M,top,1158947,1,next,168
ralf,M,bottom,210,4,back,168
benedetto,M,bottom,514,2,back,168
gunther,M,bottom,842,4,next,168
dieter,M,bottom,902,1,next,168
michelle,F,top,805639,1,back,168
viki,F,bottom,1548,4,back,168
pieter,M,bottom,881,3,next,168
grant,M,top,111898,2,next,168
christoph,M,bottom,1126,3,next,168
arla,F,bottom,935,1,next,168
tadeusz,M,bottom,181,1,next,168
heinz,M,bottom,398,4,next,168
mary,F,top,1350547,4,next,168
philip,M,top,210599,4,next,168
aneta,F,bottom,482,2,next,168
jonathan,M,top,833226,2,back,168
amy,F,top,666708,1,next,168
bradley,M,top,298126,1,next,168
krzysztof,M,bottom,456,2,next,168
micheline,F,bottom,999,3,back,168
raffi,M,bottom,754,1,back,168
mardi,F,bottom,777,2,next,168
arline,F,bottom,1793,4,next,168
marijo,F,bottom,955,2,back,168
larysa,F,bottom,155,2,back,168
audrey,F,top,177763,2,next,168
emily,F,top,782318,4,back,168
cynthia,F,top,634311,1,back,168
peder,M,bottom,596,1,back,168
alla,F,bottom,397,3,next,168
jennifer,F,top,1456897,3,back,168
nathan,M,top,527664,1,back,168
marie,F,top,139785,2,next,168
james,M,top,2877483,3,back,168
petar,M,bottom,552,3,back,168
karalee,F,bottom,1098,1,back,168
edward,M,top,577814,1,back,168
raymond,M,top,347100,3,next,168
douglas,M,top,425214,3,back,168
bethanne,F,bottom,1244,1,next,168
bernhard,M,bottom,541,3,back,168
vasiliki,F,bottom,1155,4,back,168
ole,M,bottom,644,2,next,168
clayton,M,top,100693,2,back,168
pamela,F,top,518671,3,back,168
jennine,F,bottom,1206,3,next,168
matthew,M,top,1576838,3,next,168
ryan,M,top,937360,2,next,168
oleg,M,bottom,405,2,back,168
rebecca,F,top,659563,4,back,168
ahmet,M,bottom,568,4,back,168
mitchell,M,top,146323,4,back,168
peter,M,top,401451,4,back,168
