name,gender,top_bottom,no_within_gender,block,back_next,pid
james,M,top,2877483,3,next,195
jon,M,top,140402,1,next,195
arno,M,bottom,590,3,next,195
margaret,F,top,368973,3,next,195
christianne,F,bottom,1422,1,next,195
martyn,M,bottom,475,2,next,195
renate,F,bottom,1182,4,back,195
laraine,F,bottom,1536,4,next,195
wendy,F,top,252118,1,back,195
marylee,F,bottom,1394,3,back,195
melody,F,top,94891,1,back,195
arla,F,bottom,935,4,back,195
colm,M,bottom,577,3,back,195
timothy,M,top,1017662,4,back,195
jonathan,M,top,833226,1,back,195
dyan,F,bottom,1733,1,next,195
oleg,M,bottom,405,2,next,195
kimberly,F,top,837190,3,back,195
susette,F,bottom,924,2,next,195
ahmet,M,bottom,568,2,back,195
kostas,M,bottom,339,1,next,195
julene,F,bottom,1281,2,back,195
joanna,F,top,92485,1,next,195
aaron,M,top,562838,3,back,195
joline,F,bottom,1507,1,back,195
douglas,M,top,425214,3,next,195
fae,F,bottom,549,4,next,195
amanda,F,top,765106,3,back,195
alice,F,top,142838,4,next,195
frederick,M,top,128814,1,next,195
charles,M,top,1143261,2,next,195
michael,M,top,3899849,4,next,195
karine,F,bottom,1087,2,next,195
julie,F,top,481284,2,back,195
per,M,bottom,352,2,back,195
ronald,M,top,629381,2,next,195
justin,M,top,774052,4,next,195
sergei,M,bottom,341,1,back,195
vincenza,F,bottom,1053,3,next,195
nicholas,M,top,853046,2,back,195
steven,M,top,1191666,3,back,195
ann,F,top,222015,1,next,195
danielle,F,top,366884,4,back,195
faith,F,top,127208,2,next,195
sandor,M,bottom,801,4,back,195
gennaro,M,bottom,1338,1,next,195
tadeusz,M,bottom,181,4,next,195
benjamin,M,top,677813,4,back,195
bridgit,F,bottom,1274,2,back,195
gunther,M,bottom,842,4,back,195
hope,F,top,79097,3,next,195
eric,M,top,857523,1,back,195
leah,F,top,211413,2,back,195
krzysztof,M,bottom,456,3,next,195
nunzio,M,bottom,496,4,next,195
troy,M,top,191394,2,back,195
catherine,F,top,359514,4,next,195
harald,M,bottom,300,1,back,195
hannelore,F,bottom,242,1,back,195
crystal,F,top,325156,4,back,195
micheline,F,bottom,999,3,back,195
alla,F,bottom,397,3,next,195
joy,F,top,97839,2,next,195
doron,M,bottom,629,3,back,195
