name,gender,top_bottom,no_within_gender,block,back_next,pid
vincenza,F,bottom,1053,3,back,103
tadeusz,M,bottom,181,1,back,103
alla,F,bottom,397,3,next,103
brenda,F,top,489885,2,back,103
steven,M,top,1191666,3,next,103
ann,F,top,222015,3,next,103
ronald,M,top,629381,4,back,103
andrea,F,top,414065,3,back,103
frederick,M,top,128814,2,next,103
bryan,M,top,375144,3,next,103
hendrik,M,bottom,1008,3,next,103
siegfried,M,bottom,398,4,next,103
florian,M,bottom,873,2,back,103
jon,M,top,140402,2,next,103
arla,F,bottom,935,4,next,103
veronique,F,bottom,1428,1,back,103
viki,F,bottom,1548,2,back,103
justin,M,top,774052,1,next,103
vahe,M,bottom,239,2,next,103
cindy,F,top,250580,4,back,103
sharilyn,F,bottom,1319,2,next,103
yaron,M,bottom,271,3,back,103
joy,F,top,97839,2,next,103
lance,M,top,98431,1,back,103
theresa,F,top,266524,2,back,103
stanislaw,M,bottom,233,4,next,103
giuseppina,F,bottom,686,2,next,103
samantha,F,top,576788,3,back,103
heinz,M,bottom,398,2,back,103
milos,M,bottom,337,1,next,103
dean,M,top,132701,1,next,103
virgina,F,bottom,815,4,back,103
russell,M,top,213906,3,back,103
zoran,M,bottom,369,3,next,103
mary,F,top,1350547,2,next,103
colleen,F,top,137890,4,next,103
derek,M,top,231261,3,back,103
ramin,M,bottom,627,4,back,103
jerry,M,top,337346,4,next,103
per,M,bottom,352,3,back,103
arno,M,bottom,590,1,next,103
lawrence,M,top,215414,1,back,103
alison,F,top,110686,4,next,103
kathrin,F,bottom,1057,4,back,103
nicholas,M,top,853046,4,back,103
christianne,F,bottom,1422,3,next,103
denise,F,top,359710,1,next,103
molly,F,top,152796,1,back,103
valerie,F,top,240233,1,next,103
saverio,M,bottom,868,1,back,103
despina,F,bottom,1097,4,next,103
vasiliki,F,bottom,1155,1,back,103
marjory,F,bottom,1461,2,back,103
rodney,M,top,204539,2,back,103
renate,F,bottom,1182,1,next,103
karalee,F,bottom,1098,3,back,103
pieter,M,bottom,881,2,next,103
kenneth,M,top,803470,2,back,103
sharon,F,top,468340,3,next,103
susette,F,bottom,924,1,next,103
paula,F,top,222991,1,back,103
heather,F,top,522575,4,back,103
niels,M,bottom,1009,4,back,103
kyle,M,top,477434,4,next,103
