name,gender,top_bottom,no_within_gender,block,back_next,pid
dean,M,top,132701,4,back,167
bruce,M,top,266615,3,back,167
holly,F,top,196353,3,next,167
carla,F,top,136352,2,next,167
karla,F,top,85468,4,back,167
herve,M,bottom,155,2,back,167
nina,F,top,79553,3,next,167
heidi,F,top,142725,1,back,167
sarah,F,top,870818,2,back,167
catherine,F,top,359514,1,next,167
eleonora,F,bottom,706,4,back,167
kyle,M,top,477434,4,back,167
joanna,F,top,92485,4,next,167
robert,M,top,2574767,2,back,167
jeffrey,M,top,939996,1,back,167
heinz,M,bottom,398,4,next,167
jennine,F,bottom,1206,2,back,167
seymour,M,bottom,637,2,next,167
zoran,M,bottom,369,2,back,167
edward,M,top,577814,2,next,167
denise,F,top,359710,2,back,167
nathan,M,top,527664,1,back,167
vahe,M,bottom,239,3,back,167
murat,M,bottom,314,4,next,167
ole,M,bottom,644,1,next,167
daniel,M,top,1685810,1,next,167
bernhard,M,bottom,541,4,back,167
lauren,F,top,467567,4,next,167
arla,F,bottom,935,2,next,167
katrin,F,bottom,1057,1,back,167
eyal,M,bottom,386,1,back,167
marylee,F,bottom,1394,3,back,167
fae,F,bottom,549,1,next,167
gennaro,M,bottom,1338,3,next,167
dyan,F,bottom,1733,4,next,167
susan,F,top,863506,2,next,167
george,M,top,496166,3,next,167
andrzej,M,bottom,357,1,back,167
nancie,F,bottom,1661,1,next,167
alice,F,top,142838,3,back,167
dorina,F,bottom,769,2,next,167
marijo,F,bottom,955,4,back,167
virgina,F,bottom,815,2,back,167
pamela,F,top,518671,4,back,167
andrew,M,top,1156589,4,next,167
elaine,F,top,112546,1,back,167
arline,F,bottom,1793,3,next,167
bryan,M,top,375144,3,next,167
dragan,M,bottom,255,3,back,167
gunther,M,bottom,842,4,back,167
phillip,M,top,237464,2,next,167
ronald,M,top,629381,4,next,167
christianne,F,bottom,1422,3,back,167
hendrik,M,bottom,1008,1,next,167
aneta,F,bottom,482,3,next,167
olena,F,bottom,333,1,back,167
grant,M,top,111898,2,back,167
karalee,F,bottom,1098,4,next,167
alan,M,top,274937,1,next,167
bridget,F,top,85920,1,next,167
siegfried,M,bottom,398,3,next,167
niels,M,bottom,1009,2,next,167
anna,F,top,397826,3,back,167
joel,M,top,235760,3,back,167
