name,gender,top_bottom,no_within_gender,block,back_next,pid
dorina,F,bottom,769,1,next,151
ahmet,M,bottom,568,3,back,151
ryan,M,top,937360,3,next,151
samantha,F,top,576788,1,next,151
alla,F,bottom,397,1,back,151
karen,F,top,801132,1,back,151
anne,F,top,175447,2,next,151
jennine,F,bottom,1206,1,back,151
jay,M,top,146228,3,back,151
cindy,F,top,250580,3,back,151
larry,M,top,474102,1,back,151
joaquim,M,bottom,670,1,back,151
hendrik,M,bottom,1008,4,next,151
stanislaw,M,bottom,233,3,back,151
alene,F,bottom,1781,4,back,151
ralf,M,bottom,210,1,next,151
waldemar,M,bottom,515,4,back,151
walter,M,top,192165,4,next,151
peter,M,top,401451,4,back,151
nancy,F,top,531232,1,back,151
bridgit,F,bottom,1274,2,next,151
bonni,F,bottom,1167,4,back,151
nunzio,M,bottom,496,3,next,151
giuseppina,F,bottom,686,2,back,151
danielle,F,top,366884,1,next,151
russell,M,top,213906,2,next,151
gunther,M,bottom,842,2,next,151
mitchell,M,top,146323,1,next,151
jeffery,M,top,224133,4,back,151
christine,F,top,467966,4,back,151
peder,M,bottom,596,2,back,151
amy,F,top,666708,3,next,151
trudie,F,bottom,1221,2,back,151
nathan,M,top,527664,4,next,151
janet,F,top,311862,2,back,151
brita,F,bottom,1035,3,next,151
milos,M,bottom,337,4,next,151
eleftherios,M,bottom,168,2,next,151
douglas,M,top,425214,3,next,151
sandra,F,top,561085,3,back,151
louanne,F,bottom,1201,3,back,151
lawrence,M,top,215414,1,next,151
edward,M,top,577814,1,back,151
sharilyn,F,bottom,1319,3,back,151
marylee,F,bottom,1394,3,next,151
niels,M,bottom,1009,1,back,151
alice,F,top,142838,3,next,151
valerie,F,top,240233,4,next,151
arline,F,bottom,1793,2,next,151
nella,F,bottom,1375,4,next,151
benedetto,M,bottom,514,4,back,151
colleen,F,top,137890,2,back,151
oleg,M,bottom,405,3,next,151
anna,F,top,397826,2,next,151
nicholas,M,top,853046,2,back,151
thomas,M,top,1464735,2,next,151
sarah,F,top,870818,4,back,151
virgina,F,bottom,815,1,next,151
bernhard,M,bottom,541,1,next,151
virginia,F,top,160284,4,next,151
laurent,M,bottom,1097,2,back,151
richard,M,top,1437063,3,back,151
louis,M,top,155311,2,back,151
arla,F,bottom,935,4,next,151
