name,gender,top_bottom,no_within_gender,block,back_next,pid
dennis,M,top,414755,4,next,127
florian,M,bottom,873,1,back,127
ellen,F,top,132058,2,back,127
erik,M,top,152162,3,back,127
ewa,F,bottom,284,1,next,127
eyal,M,bottom,386,3,back,127
tiffany,F,top,336894,1,back,127
raffaele,M,bottom,866,4,back,127
virgina,F,bottom,815,4,back,127
shane,M,top,189201,3,back,127
tadeusz,M,bottom,181,3,next,127
vincenza,F,bottom,1053,4,next,127
arthur,M,top,176969,2,back,127
laura,F,top,625215,1,back,127
sandra,F,top,561085,3,back,127
jolyn,F,bottom,1852,2,next,127
jay,M,top,146228,3,next,127
david,M,top,2883682,3,next,127
claire,F,top,143040,2,back,127
petar,M,bottom,552,2,next,127
sharon,F,top,468340,4,next,127
lorilee,F,bottom,777,3,back,127
bonni,F,bottom,1167,4,back,127
hendrik,M,bottom,1008,4,back,127
dyan,F,bottom,1733,1,back,127
nancy,F,top,531232,4,back,127
marshall,M,top,58353,2,next,127
ann,F,top,222015,1,next,127
ashraf,M,bottom,827,4,next,127
joline,F,bottom,1507,3,next,127
louanne,F,bottom,1201,1,next,127
john,M,top,2738991,4,back,127
andrzej,M,bottom,357,1,next,127
fae,F,bottom,549,2,back,127
sarkis,M,bottom,695,2,next,127
curtis,M,top,186454,1,next,127
bruce,M,top,266615,4,back,127
brita,F,bottom,1035,3,back,127
sara,F,top,342086,2,next,127
michael,M,top,3899849,2,next,127
friedrich,M,bottom,472,1,back,127
zoran,M,bottom,369,3,next,127
julie,F,top,481284,4,back,127
joel,M,top,235760,2,back,127
lauralee,F,bottom,1694,2,back,127
teresa,F,top,368426,2,next,127
bernhard,M,bottom,541,4,next,127
hannelore,F,bottom,242,2,next,127
adam,M,top,542093,1,back,127
matthew,M,top,1576838,1,next,127
marijo,F,bottom,955,1,back,127
martyn,M,bottom,475,2,back,127
camie,F,bottom,1589,3,next,127
roger,M,top,250793,4,next,127
niels,M,bottom,1009,3,back,127
norine,F,bottom,1585,4,next,127
katie,F,top,192494,1,next,127
frank,M,top,327936,1,back,127
cynthia,F,top,634311,4,next,127
herve,M,bottom,155,2,back,127
amanda,F,top,765106,3,next,127
colm,M,bottom,577,1,next,127
barbara,F,top,583637,3,next,127
erin,F,top,312636,3,back,127
