name,gender,top_bottom,no_within_gender,block,back_next,pid
brita,F,bottom,1035,4,next,166
christoph,M,bottom,1126,2,next,166
claire,F,top,143040,2,back,166
vincent,M,top,253327,2,next,166
marylee,F,bottom,1394,2,back,166
bryan,M,top,375144,4,back,166
jennine,F,bottom,1206,4,next,166
ahmet,M,bottom,568,4,next,166
lauren,F,top,467567,4,next,166
jonathan,M,top,833226,4,next,166
kara,F,top,99531,3,back,166
kathrin,F,bottom,1057,2,next,166
ellen,F,top,132058,4,back,166
marie,F,top,139785,2,next,166
florian,M,bottom,873,3,next,166
dennis,M,top,414755,1,next,166
jessica,F,top,1043236,2,back,166
katherine,F,top,467064,1,next,166
vahe,M,bottom,239,4,next,166
larysa,F,bottom,155,3,next,166
allison,F,top,300943,3,next,166
brent,M,top,133633,1,back,166
herve,M,bottom,155,1,back,166
carl,M,top,222487,2,back,166
sharon,F,top,468340,1,back,166
colm,M,bottom,577,4,back,166
bethanne,F,bottom,1244,1,next,166
alexander,M,top,638138,3,next,166
ralf,M,bottom,210,1,next,166
niels,M,bottom,1009,1,back,166
elizabeth,F,top,1076566,1,back,166
gennaro,M,bottom,1338,3,back,166
antonietta,F,bottom,991,1,back,166
theresa,F,top,266524,2,next,166
olena,F,bottom,333,3,next,166
timothy,M,top,1017662,3,back,166
heather,F,top,522575,4,next,166
lauralee,F,bottom,1694,3,back,166
kyle,M,top,477434,4,next,166
darren,M,top,102290,3,next,166
arla,F,bottom,935,3,back,166
george,M,top,496166,1,back,166
nunzio,M,bottom,496,3,back,166
trudie,F,bottom,1221,4,back,166
renate,F,bottom,1182,2,back,166
karalee,F,bottom,1098,4,back,166
mardi,F,bottom,777,1,next,166
donald,M,top,624929,1,next,166
raffaele,M,bottom,866,3,next,166
ashraf,M,bottom,827,2,back,166
erik,M,top,152162,4,back,166
matthew,M,top,1576838,3,back,166
renee,F,top,170408,3,next,166
giulio,M,bottom,513,2,next,166
giuseppina,F,bottom,686,1,back,166
karen,F,top,801132,4,back,166
anthony,M,top,1246681,2,next,166
andrzej,M,bottom,357,2,back,166
sarah,F,top,870818,1,next,166
holly,F,top,196353,3,back,166
joaquim,M,bottom,670,4,back,166
virgina,F,bottom,815,2,next,166
eleftherios,M,bottom,168,1,next,166
ricky,M,top,214299,2,back,166
