name,gender,top_bottom,no_within_gender,block,back_next,pid
gary,M,top,637024,2,next,150
april,F,top,236114,2,back,150
patrick,M,top,585266,2,back,150
kathrin,F,bottom,1057,1,back,150
olena,F,bottom,333,1,next,150
laurent,M,bottom,1097,3,back,150
antonietta,F,bottom,991,4,next,150
alla,F,bottom,397,4,next,150
lawrence,M,top,215414,4,next,150
kathleen,F,top,468245,3,next,150
florian,M,bottom,873,1,back,150
paula,F,top,222991,3,back,150
sergei,M,bottom,341,4,back,150
andrzej,M,bottom,357,3,next,150
julene,F,bottom,1281,1,back,150
ryan,M,top,937360,2,back,150
claire,F,top,143040,1,next,150
colm,M,bottom,577,3,next,150
ashraf,M,bottom,827,3,back,150
camie,F,bottom,1589,4,back,150
melissa,F,top,749573,4,next,150
sean,M,top,418137,4,next,150
timothy,M,top,1017662,3,back,150
jacquelyn,F,top,63821,2,back,150
friedrich,M,bottom,472,2,next,150
anne,F,top,175447,1,back,150
nancie,F,bottom,1661,3,next,150
mark,M,top,1281869,3,next,150
virgina,F,bottom,815,4,back,150
arline,F,bottom,1793,2,next,150
scott,M,top,753538,1,next,150
stanislaw,M,bottom,233,4,next,150
douglas,M,top,425214,3,next,150
deborah,F,top,691883,2,next,150
gunther,M,bottom,842,1,next,150
nunzio,M,bottom,496,2,back,150
seymour,M,bottom,637,2,back,150
jeffrey,M,top,939996,1,back,150
brett,M,top,157342,4,back,150
kostas,M,bottom,339,2,next,150
doron,M,bottom,629,4,back,150
joline,F,bottom,1507,2,next,150
kyle,M,top,477434,3,back,150
carl,M,top,222487,1,back,150
susette,F,bottom,924,3,back,150
giuseppina,F,bottom,686,1,next,150
joanna,F,top,92485,3,next,150
susan,F,top,863506,1,back,150
viki,F,bottom,1548,2,back,150
benedetto,M,bottom,514,4,next,150
paul,M,top,845396,4,back,150
nina,F,top,79553,3,back,150
sharilyn,F,bottom,1319,3,back,150
pieter,M,bottom,881,1,back,150
crystal,F,top,325156,4,back,150
frances,F,top,111510,1,next,150
micheal,M,top,138560,2,next,150
rebecca,F,top,659563,4,next,150
kathryn,F,top,305197,4,back,150
arno,M,bottom,590,1,next,150
vasiliki,F,bottom,1155,2,back,150
laraine,F,bottom,1536,3,next,150
marshall,M,top,58353,1,next,150
leah,F,top,211413,2,next,150
