name,gender,top_bottom,no_within_gender,block,back_next,pid
sigrid,F,bottom,1294,4,next,120
dieter,M,bottom,902,2,back,120
george,M,top,496166,4,next,120
mary,F,top,1350547,4,next,120
bernhard,M,bottom,541,3,back,120
murat,M,bottom,314,3,back,120
martyn,M,bottom,475,4,back,120
kimberly,F,top,837190,3,next,120
saverio,M,bottom,868,4,next,120
laura,F,top,625215,1,next,120
eyal,M,bottom,386,3,next,120
patrick,M,top,585266,2,back,120
stephen,M,top,699430,3,next,120
anthony,M,top,1246681,2,next,120
jack,M,top,351140,2,next,120
clayton,M,top,100693,4,back,120
micheline,F,bottom,999,4,back,120
ahmet,M,bottom,568,4,next,120
russell,M,top,213906,1,next,120
nicholas,M,top,853046,4,next,120
sara,F,top,342086,1,back,120
peder,M,bottom,596,1,next,120
michelle,F,top,805639,4,back,120
giulio,M,bottom,513,2,next,120
larry,M,top,474102,1,back,120
dyan,F,bottom,1733,1,back,120
andrew,M,top,1156589,2,back,120
louis,M,top,155311,3,back,120
susette,F,bottom,924,4,next,120
siegfried,M,bottom,398,1,next,120
amanda,F,top,765106,2,back,120
karalee,F,bottom,1098,3,next,120
ann,F,top,222015,1,next,120
brita,F,bottom,1035,3,back,120
waldemar,M,bottom,515,4,back,120
arline,F,bottom,1793,3,back,120
nicole,F,top,588020,3,back,120
christianne,F,bottom,1422,4,back,120
elke,F,bottom,1070,2,back,120
karen,F,top,801132,3,back,120
thomas,M,top,1464735,3,next,120
edward,M,top,577814,1,back,120
crystal,F,top,325156,1,back,120
emily,F,top,782318,4,next,120
ronald,M,top,629381,1,next,120
viki,F,bottom,1548,1,next,120
kristina,F,top,134844,2,back,120
giuseppina,F,bottom,686,2,next,120
nathan,M,top,527664,4,back,120
benedetto,M,bottom,514,3,next,120
lauralee,F,bottom,1694,2,back,120
spiro,M,bottom,681,2,back,120
valerie,F,top,240233,4,back,120
trudie,F,bottom,1221,2,next,120
tamara,F,top,127915,3,next,120
kostas,M,bottom,339,1,back,120
molly,F,top,152796,2,next,120
anna,F,top,397826,2,next,120
inge,F,bottom,520,1,next,120
niels,M,bottom,1009,1,back,120
gunther,M,bottom,842,2,next,120
vincent,M,top,253327,3,back,120
antonietta,F,bottom,991,1,back,120
marijo,F,bottom,955,3,next,120
