name,gender,top_bottom,no_within_gender,block,back_next,pid
nella,F,bottom,1375,1,next,113
brita,F,bottom,1035,3,next,113
natalie,F,top,336927,3,next,113
charles,M,top,1143261,2,back,113
aaron,M,top,562838,3,back,113
wesley,M,top,171701,4,next,113
bryan,M,top,375144,4,next,113
adrienne,F,top,58123,4,next,113
kathleen,F,top,468245,1,back,113
cynthia,F,top,634311,1,back,113
tadeusz,M,bottom,181,1,next,113
georg,M,bottom,346,4,back,113
karine,F,bottom,1087,1,back,113
harald,M,bottom,300,3,next,113
katie,F,top,192494,2,back,113
florian,M,bottom,873,4,next,113
hannelore,F,bottom,242,1,back,113
sarkis,M,bottom,695,3,next,113
doron,M,bottom,629,2,back,113
george,M,top,496166,3,next,113
antonietta,F,bottom,991,3,next,113
eleonora,F,bottom,706,4,back,113
virgina,F,bottom,815,2,back,113
giulio,M,bottom,513,1,next,113
danielle,F,top,366884,2,back,113
bonni,F,bottom,1167,3,back,113
andrew,M,top,1156589,1,back,113
holly,F,top,196353,1,next,113
jerry,M,top,337346,1,back,113
micheal,M,top,138560,1,next,113
brent,M,top,133633,2,back,113
dorina,F,bottom,769,3,back,113
eyal,M,bottom,386,1,back,113
arline,F,bottom,1793,1,next,113
jon,M,top,140402,2,next,113
marjory,F,bottom,1461,4,back,113
shane,M,top,189201,2,next,113
edward,M,top,577814,3,back,113
gunther,M,bottom,842,1,back,113
jack,M,top,351140,4,back,113
ellen,F,top,132058,2,next,113
zoltan,M,bottom,728,2,back,113
stephanie,F,top,722629,4,back,113
dragan,M,bottom,255,4,next,113
marie,F,top,139785,1,next,113
gina,F,top,150483,3,next,113
eleftherios,M,bottom,168,3,back,113
despina,F,bottom,1097,2,next,113
sharilyn,F,bottom,1319,2,back,113
scott,M,top,753538,3,next,113
niels,M,bottom,1009,2,next,113
julia,F,top,290106,4,back,113
ryan,M,top,937360,1,next,113
raffaele,M,bottom,866,2,next,113
vincenza,F,bottom,1053,2,next,113
randy,M,top,313236,4,back,113
viki,F,bottom,1548,4,next,113
ruth,F,top,150092,3,back,113
erica,F,top,229825,4,next,113
marylee,F,bottom,1394,4,next,113
waldemar,M,bottom,515,4,back,113
joy,F,top,97839,3,back,113
patricia,F,top,854220,2,next,113
oleg,M,bottom,405,3,back,113
