name,gender,top_bottom,no_within_gender,block,back_next,pid
katrin,F,bottom,1057,1,next,162
elke,F,bottom,1070,3,next,162
julie,F,top,481284,2,next,162
veronique,F,bottom,1428,3,next,162
margaret,F,top,368973,3,back,162
hannelore,F,bottom,242,3,back,162
virginia,F,top,160284,4,back,162
lauren,F,top,467567,4,back,162
dyan,F,bottom,1733,2,next,162
herve,M,bottom,155,1,back,162
waldemar,M,bottom,515,2,next,162
ewa,F,bottom,284,4,next,162
christianne,F,bottom,1422,2,back,162
jeffery,M,top,224133,3,next,162
krzysztof,M,bottom,456,3,back,162
kristen,F,top,217163,3,next,162
jack,M,top,351140,3,next,162
william,M,top,2116387,1,back,162
denise,F,top,359710,1,back,162
eyal,M,bottom,386,4,back,162
carolyn,F,top,268115,1,next,162
diana,F,top,292229,2,back,162
ramin,M,bottom,627,3,next,162
gary,M,top,637024,2,next,162
julia,F,top,290106,3,next,162
carl,M,top,222487,1,next,162
hendrik,M,bottom,1008,4,back,162
anthony,M,top,1246681,4,back,162
patrick,M,top,585266,2,back,162
vasiliki,F,bottom,1155,3,back,162
raffi,M,bottom,754,4,next,162
giulio,M,bottom,513,3,next,162
jacquelyn,F,top,63821,3,back,162
alexander,M,top,638138,4,next,162
benjamin,M,top,677813,2,back,162
karine,F,bottom,1087,1,next,162
rodney,M,top,204539,4,next,162
per,M,bottom,352,1,next,162
joani,F,bottom,566,4,back,162
giuseppina,F,bottom,686,1,back,162
sergei,M,bottom,341,2,back,162
paul,M,top,845396,1,next,162
seymour,M,bottom,637,1,next,162
zoran,M,bottom,369,2,next,162
bonni,F,bottom,1167,2,back,162
jennifer,F,top,1456897,2,next,162
daniel,M,top,1685810,3,back,162
raffaele,M,bottom,866,2,back,162
janet,F,top,311862,2,back,162
linda,F,top,882894,1,back,162
angela,F,top,633439,4,next,162
kenneth,M,top,803470,3,back,162
susette,F,bottom,924,2,next,162
sarah,F,top,870818,1,next,162
julene,F,bottom,1281,1,back,162
alla,F,bottom,397,4,back,162
laurent,M,bottom,1097,4,next,162
raymond,M,top,347100,1,back,162
bernhard,M,bottom,541,3,back,162
adam,M,top,542093,4,back,162
joel,M,top,235760,2,next,162
zoltan,M,bottom,728,1,back,162
pamela,F,top,518671,4,next,162
virgina,F,bottom,815,4,next,162
