name,gender,top_bottom,no_within_gender,block,back_next,pid
julie,F,top,481284,4,next,147
andrea,F,top,414065,1,next,147
sharon,F,top,468340,2,back,147
jacqueline,F,top,324818,3,next,147
philip,M,top,210599,3,next,147
barbara,F,top,583637,3,back,147
donald,M,top,624929,1,back,147
dorina,F,bottom,769,2,back,147
dieter,M,bottom,902,2,back,147
joaquim,M,bottom,670,4,back,147
marylee,F,bottom,1394,3,next,147
larry,M,top,474102,2,back,147
marshall,M,top,58353,2,back,147
harald,M,bottom,300,4,next,147
nicholas,M,top,853046,1,next,147
krzysztof,M,bottom,456,1,back,147
audrey,F,top,177763,4,back,147
heinz,M,bottom,398,2,back,147
bonni,F,bottom,1167,3,next,147
stanislaw,M,bottom,233,1,back,147
oleg,M,bottom,405,3,back,147
paul,M,top,845396,1,back,147
ramin,M,bottom,627,4,next,147
martyn,M,bottom,475,1,next,147
sandor,M,bottom,801,3,next,147
marijo,F,bottom,955,1,back,147
vasiliki,F,bottom,1155,1,next,147
larysa,F,bottom,155,3,back,147
nella,F,bottom,1375,3,back,147
joline,F,bottom,1507,4,back,147
mary,F,top,1350547,1,back,147
per,M,bottom,352,3,next,147
cynthia,F,top,634311,4,back,147
corey,M,top,182107,2,next,147
jennifer,F,top,1456897,3,next,147
bogdan,M,bottom,589,3,back,147
peter,M,top,401451,3,back,147
louanne,F,bottom,1201,4,back,147
wesley,M,top,171701,4,next,147
sean,M,top,418137,4,back,147
laura,F,top,625215,2,next,147
olena,F,bottom,333,1,back,147
laraine,F,bottom,1536,2,back,147
colleen,F,top,137890,1,back,147
darren,M,top,102290,3,next,147
lawrence,M,top,215414,1,next,147
waldemar,M,bottom,515,2,next,147
theresa,F,top,266524,2,next,147
mark,M,top,1281869,4,back,147
jolyn,F,bottom,1852,2,next,147
zoltan,M,bottom,728,2,next,147
caroline,F,top,174275,4,next,147
vincenza,F,bottom,1053,1,next,147
clayton,M,top,100693,4,next,147
norine,F,bottom,1585,2,next,147
linda,F,top,882894,1,next,147
zoran,M,bottom,369,4,back,147
alice,F,top,142838,3,back,147
arline,F,bottom,1793,4,next,147
benjamin,M,top,677813,2,next,147
katherine,F,top,467064,2,back,147
sigrid,F,bottom,1294,4,next,147
erik,M,top,152162,3,back,147
milos,M,bottom,337,1,next,147
