name,gender,top_bottom,no_within_gender,block,back_next,pid
catherine,F,top,359514,1,next,194
holly,F,top,196353,4,next,194
frank,M,top,327936,1,next,194
angela,F,top,633439,3,back,194
philip,M,top,210599,2,next,194
alla,F,bottom,397,2,back,194
eyal,M,bottom,386,3,next,194
jane,F,top,167264,1,next,194
ramin,M,bottom,627,1,next,194
nancie,F,bottom,1661,3,back,194
joaquim,M,bottom,670,1,next,194
vasiliki,F,bottom,1155,4,back,194
vahe,M,bottom,239,2,next,194
peder,M,bottom,596,3,back,194
scott,M,top,753538,1,back,194
audrey,F,top,177763,3,next,194
larysa,F,bottom,155,1,next,194
colm,M,bottom,577,4,next,194
arthur,M,top,176969,2,next,194
larry,M,top,474102,2,back,194
herve,M,bottom,155,1,back,194
victoria,F,top,444401,3,next,194
lorilee,F,bottom,777,1,back,194
clayton,M,top,100693,1,back,194
russell,M,top,213906,3,back,194
darren,M,top,102290,4,back,194
alan,M,top,274937,1,next,194
kristin,F,top,177234,1,back,194
anna,F,top,397826,2,next,194
emily,F,top,782318,1,back,194
inge,F,bottom,520,2,next,194
pieter,M,bottom,881,3,next,194
marjory,F,bottom,1461,4,next,194
sandor,M,bottom,801,4,next,194
sean,M,top,418137,3,next,194
friedrich,M,bottom,472,4,back,194
erin,F,top,312636,4,back,194
kathrin,F,bottom,1057,2,next,194
tadeusz,M,bottom,181,2,back,194
christoph,M,bottom,1126,1,back,194
sharilyn,F,bottom,1319,1,next,194
arla,F,bottom,935,4,back,194
stephen,M,top,699430,4,next,194
hendrik,M,bottom,1008,2,back,194
deanna,F,top,114156,4,next,194
katrin,F,bottom,1057,4,next,194
brian,M,top,1140348,3,next,194
waldemar,M,bottom,515,4,back,194
gina,F,top,150483,4,back,194
dorina,F,bottom,769,2,back,194
ralf,M,bottom,210,3,back,194
erica,F,top,229825,2,back,194
vincenza,F,bottom,1053,3,next,194
elke,F,bottom,1070,3,back,194
deborah,F,top,691883,3,back,194
ole,M,bottom,644,2,next,194
jennifer,F,top,1456897,2,back,194
walter,M,top,192165,4,next,194
fae,F,bottom,549,1,back,194
bonni,F,bottom,1167,3,next,194
jon,M,top,140402,4,back,194
david,M,top,2883682,3,back,194
lawrence,M,top,215414,2,back,194
patricia,F,top,854220,2,next,194
