name,gender,top_bottom,no_within_gender,block,back_next,pid
joaquim,M,bottom,670,4,next,144
lawrence,M,top,215414,1,back,144
elizabeth,F,top,1076566,1,back,144
raymond,M,top,347100,2,next,144
diana,F,top,292229,1,next,144
steven,M,top,1191666,1,next,144
laurent,M,bottom,1097,4,next,144
raffi,M,bottom,754,2,next,144
florian,M,bottom,873,1,back,144
roger,M,top,250793,2,back,144
crystal,F,top,325156,3,next,144
beata,F,bottom,606,4,next,144
alan,M,top,274937,1,next,144
katherine,F,top,467064,2,back,144
paul,M,top,845396,3,next,144
hannelore,F,bottom,242,2,next,144
erik,M,top,152162,4,back,144
andrzej,M,bottom,357,3,next,144
saverio,M,bottom,868,2,next,144
aneta,F,bottom,482,1,next,144
virgina,F,bottom,815,1,back,144
joy,F,top,97839,3,next,144
murat,M,bottom,314,3,back,144
christoph,M,bottom,1126,2,back,144
erica,F,top,229825,2,next,144
ole,M,bottom,644,1,next,144
benedetto,M,bottom,514,3,next,144
donald,M,top,624929,4,next,144
dyan,F,bottom,1733,3,next,144
carolyn,F,top,268115,3,back,144
nina,F,top,79553,4,back,144
elke,F,bottom,1070,3,back,144
bogdan,M,bottom,589,1,next,144
kathleen,F,top,468245,4,next,144
susette,F,bottom,924,3,back,144
krzysztof,M,bottom,456,3,back,144
jeffrey,M,top,939996,4,next,144
gregory,M,top,657806,4,back,144
patrick,M,top,585266,1,back,144
oleg,M,bottom,405,2,back,144
lauralee,F,bottom,1694,4,back,144
daniel,M,top,1685810,3,back,144
carla,F,top,136352,2,back,144
larysa,F,bottom,155,1,next,144
gina,F,top,150483,1,back,144
ahmet,M,bottom,568,1,back,144
kimberly,F,top,837190,2,next,144
wesley,M,top,171701,3,next,144
faith,F,top,127208,1,next,144
marijo,F,bottom,955,2,next,144
zoran,M,bottom,369,4,back,144
raffaele,M,bottom,866,4,back,144
eleonora,F,bottom,706,2,back,144
philip,M,top,210599,2,next,144
jennifer,F,top,1456897,4,back,144
marylee,F,bottom,1394,4,back,144
karalee,F,bottom,1098,1,back,144
julene,F,bottom,1281,4,next,144
trudie,F,bottom,1221,2,back,144
jay,M,top,146228,2,back,144
laura,F,top,625215,3,back,144
fae,F,bottom,549,3,next,144
marc,M,top,132410,3,back,144
kristen,F,top,217163,4,next,144
