name,gender,top_bottom,no_within_gender,block,back_next,pid
michelle,F,top,805639,2,next,179
sigrid,F,bottom,1294,4,back,179
melissa,F,top,749573,3,back,179
marylee,F,bottom,1394,2,back,179
dieter,M,bottom,902,1,back,179
lawrence,M,top,215414,1,next,179
jay,M,top,146228,4,back,179
paula,F,top,222991,1,back,179
giuseppina,F,bottom,686,2,next,179
erica,F,top,229825,4,next,179
theresa,F,top,266524,2,back,179
raffi,M,bottom,754,3,next,179
hannelore,F,bottom,242,3,back,179
mitchell,M,top,146323,3,back,179
robert,M,top,2574767,2,next,179
bradley,M,top,298126,1,back,179
corey,M,top,182107,3,next,179
nunzio,M,bottom,496,3,back,179
patricia,F,top,854220,3,next,179
stephen,M,top,699430,3,next,179
thomas,M,top,1464735,1,next,179
ruth,F,top,150092,2,back,179
saverio,M,bottom,868,4,next,179
ryan,M,top,937360,2,back,179
justin,M,top,774052,2,next,179
julene,F,bottom,1281,3,back,179
marilyn,F,top,138165,4,next,179
benjamin,M,top,677813,1,back,179
susette,F,bottom,924,3,next,179
gennaro,M,bottom,1338,1,back,179
ashraf,M,bottom,827,2,back,179
edward,M,top,577814,4,back,179
krzysztof,M,bottom,456,4,next,179
bethanne,F,bottom,1244,1,next,179
nancie,F,bottom,1661,1,next,179
mardi,F,bottom,777,4,back,179
claire,F,top,143040,2,next,179
kostas,M,bottom,339,1,next,179
katrin,F,bottom,1057,2,next,179
sarkis,M,bottom,695,2,next,179
christine,F,top,467966,4,back,179
laraine,F,bottom,1536,3,next,179
spiro,M,bottom,681,1,next,179
dragan,M,bottom,255,2,back,179
inge,F,bottom,520,1,back,179
bernhard,M,bottom,541,3,back,179
george,M,top,496166,4,next,179
florian,M,bottom,873,4,back,179
virgina,F,bottom,815,2,back,179
andrzej,M,bottom,357,2,next,179
wendy,F,top,252118,3,next,179
milos,M,bottom,337,3,next,179
jolyn,F,bottom,1852,1,back,179
curtis,M,top,186454,4,next,179
wesley,M,top,171701,2,back,179
denise,F,top,359710,1,back,179
vasiliki,F,bottom,1155,4,next,179
siegfried,M,bottom,398,4,back,179
cindy,F,top,250580,1,next,179
ann,F,top,222015,3,back,179
mary,F,top,1350547,1,next,179
jacquelyn,F,top,63821,4,back,179
norine,F,bottom,1585,4,next,179
scott,M,top,753538,3,back,179
